256.0, 87.0, 31.32264488209166, 359.20510029601047, 255.57470563797392, 89.05049866377263
156.5, 206.5, 52.497847051363436, 65.47193960820007, 158.4203248464624, 209.40170446564838
307.5, 283.5, 68.25244517802821, 237.55660405405212, 309.2313302400108, 284.6188668931385
319.0, 168.0, 53.42747860156923, 321.8575812288559, 318.82803085390884, 169.22106253473385
350.0, 364.0, 36.99070543043062, 219.81750518856478, 350.8903888665668, 365.82025294362836
254.0, 89.0, 32.2551808691369, 359.78045209732875, 352.7535790362848, 364.2407271139545
366.5, 300.5, 46.79702237737053, 245.64612130147603, 367.9839388125711, 300.4816816146488
375.5, 195.0, 43.00511094386627, 294.4056904233232, 375.5053379381734, 195.3821092264552
254.5, 87.0, 31.624972115254643, 359.727631926216, 254.09783233988264, 89.84298065162884
206.5, 313.5, 62.46946675153295, 142.3262347080934, 208.8937261629262, 315.13045525812936
259.4, 230.0, 82.91121833800281, 344.5804333074335, 261.1130801364306, 232.19371912842985
424.5, 236.0, 28.678264842816084, 274.7261257765072, 424.9056220684853, 235.22860850574483
366.0, 116.75026010559512, 27.091438702590303, 320.03463121579114, 365.4185579824494, 116.98020640436312
479.0, 314.0, 2.3982040786055165, 254.30571377303593, 481.1132290191357, 311.2667210643913
254.0, 88.0, 31.966609696717036, 359.8459573969644, 253.77514313188686, 90.73071614005426
296.6666666666667, 314.6666666666667, 63.20825156844467, 212.95839902345062, 298.77750307294133, 315.6528270956802
328.5, 219.0, 62.19713258994667, 292.6611124324435, 328.87883640454754, 220.15160831143643
472.6, 172.8, 3.252885100475069, 289.69958714078035, 472.0987288402637, 170.5842582856461
363.5, 69.0, 12.04014872388369, 328.9389365295105, 361.76797221156573, 69.66262157177033
255.0, 89.5, 32.45995532572599, 359.60652061883, 254.46136740906346, 91.9986616350526
423.5, 275.5, 28.627050559033442, 261.4629965162753, 424.3777726137321, 274.44414879522463
407.3333333333333, 161.66666666666666, 26.34687949081372, 300.0833870646791, 406.55282079240106, 161.43919165370235
255.0, 89.0, 32.365346896179005, 359.69519561052675, 254.21100853303003, 91.7565728286097
398.0, 288.5, 37.157013315056034, 254.96958458009252, 399.30723518828984, 287.9590005278991
394.0, 178.5, 33.904203851734074, 297.13770026038645, 393.8760878211702, 178.4362465803908
